476.0, 435.0
482.0, 443.0
481.0, 445.0
484.0, 447.0
493.0, 459.0
490.0, 459.0
480.0, 447.0
481.0, 445.0
476.0, 443.0
473.0, 440.0
473.0, 435.0

442.0, 419.0
441.0, 416.0
443.0, 419.0
442.0, 420.0
445.0, 422.0
445.0, 423.0
446.0, 423.0
461.0, 435.0
462.0, 436.0
461.0, 436.0
471.0, 444.0
475.0, 449.0
476.0, 459.0
467.0, 459.0
454.0, 437.0
461.0, 436.0
461.0, 435.0
450.0, 430.0
445.0, 423.0
442.0, 423.0

201.0, 446.0
211.0, 447.0
206.0, 456.0
201.0, 457.0
206, 457
206.0, 458.0
202.0, 458.0
202.0, 457.0

587.0, 430.0
592.0, 436.0
599.0, 458.0
598.0, 457

464.0, 437.0
462.0, 436.0
463.0, 436.0
449.0, 423.0
453.0, 423.0
464.0, 436.0
463.0, 436.0
464.0, 437.0
466.0, 438.0
469.0, 442.0

213.0, 442.0
212.0, 444.0
209.0, 442.0

201.0, 439.0
209.0, 442.0
201.0, 443.0

470.0, 435.0
473.0, 440.0
474.0, 442.0
466.0, 438.0
464.0, 436.0

172.0, 310.0
177.0, 313.0
170.0, 315.0
179.0, 316.0
152.0, 336.0
161.0, 347.0
100.0, 378.0
100.0, 379.0
86.0, 386.0
94.0, 389.0
17, 437
53.0, 401.0
86.0, 386.0
85, 385
100.0, 378.0
100.0, 374.0
152.0, 336.0
144.0, 325.0
170.0, 315.0
154.0, 314.0
157.0, 310.0

238.0, 387.0
221.0, 424.0
205.0, 403.0

421.0, 403.0
423.0, 403.0
442.0, 419.0
442.0, 420.0
432.0, 421.0
434.0, 423.0
430.0, 423.0
429.0, 422.0
432.0, 421.0
428.0, 420.0

365, 422
348.0, 404.0
354.0, 401.0
393.0, 402.0
428.0, 420.0
429.0, 422.0

440.0, 402.0
441.0, 403.0
454.0, 404.0
463.0, 416.0
454.0, 418.0
441.0, 403.0
440.0, 403.0

198.0, 355.0
199.0, 382.0
191.0, 386.0
200.0, 397.0
154.0, 417.0
147.0, 414.0
150.0, 408.0
191.0, 386.0
176.0, 366.0

440.0, 383.0
466.0, 393.0
468.0, 404.0
490.0, 404.0
490.0, 412.0
470.0, 415.0
468.0, 404.0
454.0, 404.0

430.0, 403.0
433.0, 403.0
439.0, 412.0

534.0, 405.0
534, 409
528.0, 406.0

200.0, 397.0
205.0, 403.0
200.0, 406.0

501.0, 393.0
506.0, 395.0
506.0, 396.0
507.0, 397.0
514, 405
502.0, 405.0
506.0, 396.0

463.0, 367.0
492.0, 387.0
492.0, 388.0
494.0, 389.0
501.0, 405.0
499.0, 405.0
491.0, 402.0
492.0, 388.0
464.0, 374.0

491.0, 402.0
493.0, 405.0
490.0, 404.0

417.0, 377
438.0, 403.0
433.0, 403.0

310.0, 337.0
321.0, 341.0
322.0, 342.0
314.0, 345.0
315.0, 349.0
310.0, 351.0
314.0, 362.0
312.0, 363.0
315.0, 364.0
329.0, 401.0
295, 400
272.0, 370.0
274.0, 369.0
269.0, 366.0
294.0, 354.0
300.0, 356.0
274.0, 369.0
283, 374
312.0, 363.0
300.0, 356.0
310.0, 351.0
309.0, 347.0
314.0, 345.0

100.0, 355.0
100.0, 374.0
85.0, 385.0
55.0, 400

536.0, 339
535.0, 343.0
552.0, 349.0
555.0, 355.0
566.0, 357.0
580.0, 398.0
574.0, 399.0
555.0, 355.0
540.0, 351.0
535.0, 347.0
535.0, 343.0
534.0, 342.0

477.0, 352.0
493.0, 367.0
493.0, 374.0
512.0, 385.0
507.0, 395.0
506.0, 395.0
492.0, 379.0
493.0, 374.0
485.0, 370.0

148.0, 356.0
100.0, 385.0
100.0, 379.0

486.0, 371.0
492.0, 379.0
492.0, 385.0

490.0, 326.0
496.0, 329.0
495.0, 341.0
515.0, 346.0
526.0, 358.0
513.0, 384.0
493.0, 367.0
495.0, 341.0
472.0, 336.0

436.0, 361.0
464.0, 374.0
465.0, 383.0
436.0, 362.0

431.0, 358.0
432.0, 359.0
431.0, 359.0
436.0, 362.0
438.0, 380.0
425.0, 362.0
431.0, 359.0

413.0, 369.0
416.0, 375.0
411.0, 370.0

197.0, 332.0
198.0, 342.0
175.0, 365.0
176.0, 366.0
172.0, 368.0
166.0, 374.0
168.0, 370.0
172.0, 368.0
175.0, 365.0
172.0, 362.0
183.0, 339.0

334.0, 357.0
336.0, 359.0
334.0, 374.0
315.0, 364.0
314.0, 362.0
319.0, 360.0
321, 364

531.0, 349.0
535.0, 350.0
535.0, 369.0
526.0, 358.0

259.0, 353.0
269.0, 366.0
252.0, 356.0

548.0, 316.0
553.0, 317.0
565.0, 353.0
592, 363
566.0, 357.0
565.0, 353.0
552.0, 349.0
543.0, 326.0

398.0, 341.0
405.0, 341.0
416, 349
413.0, 345.0
415.0, 347.0
416, 349
418.0, 352.0
425.0, 355.0
422.0, 358.0
418.0, 352.0
400.0, 343.0

386.0, 339.0
394.0, 340.0
401.0, 358
398.0, 354

337.0, 346.0
345.0, 349.0
336.0, 353.0

235.0, 322.0
236.0, 323.0
258.0, 325.0
259.0, 327.0
249.0, 332.0
260.0, 337.0
255.0, 348.0
257.0, 351.0
253.0, 353.0
255.0, 348.0
244.0, 334.0
249.0, 332.0
239.0, 327.0
236.0, 323.0
235.0, 323.0

472.0, 340.0
492, 351
476.0, 349.0

535.0, 348.0
539.0, 351.0
535.0, 350.0

349.0, 348.0
346.0, 349.0
345.0, 349.0

434.0, 341.0
443.0, 346.0
453.0, 347.0
449.0, 349.0
443.0, 346.0
434.0, 345.0

167.0, 344.0
161.0, 348.0
161.0, 347.0

396.0, 319.0
398.0, 319.0
397.0, 320.0
404.0, 323.0
410.0, 324.0
410.0, 327.0
434.0, 340.0
434.0, 342.0
432.0, 344.0
427.0, 344.0
412.0, 334.0
410.0, 327.0
404.0, 323.0
398.0, 323.0
396.0, 320.0
397.0, 320.0
396.0, 319.0
395.0, 319.0
395.0, 318.0
392.0, 317.0
392.0, 315.0

343.0, 335.0
363.0, 337.0
363.0, 340.0
355.0, 344.0

446.0, 325.0
445.0, 325.0
449.0, 327.0
452.0, 332.0
456.0, 332.0
458.0, 334.0
458.0, 339.0
461.0, 342.0
459.0, 343.0
458.0, 339.0
452.0, 332.0
442.0, 329.0

387.0, 326.0
409.0, 342.0
405.0, 341.0
389.0, 330.0

314.0, 331.0
339.0, 334.0
323.0, 341.0
321.0, 341.0

498.0, 312.0
504.0, 318.0
499.0, 321.0
505.0, 325.0
513.0, 327.0
528.0, 340.0
521.0, 338.0
505.0, 325.0
497.0, 324.0
497.0, 322.0
499.0, 321.0
497.0, 319.0

385.0, 327.0
391.0, 333.0
393.0, 340.0
383.0, 334.0
379.0, 330.0

453.0, 329.0
449.0, 327.0
447.0, 325.0
445.0, 325.0
446.0, 324.0
447.0, 325.0
448.0, 325.0
453.0, 329.0
457.0, 332.0
457.0, 333.0
460.0, 333.0
469.0, 338.0
465.0, 340.0
458.0, 334.0

185.0, 317.0
184.0, 317.0
192.0, 321.0
187.0, 332.0
175.0, 339.0

363.0, 337.0
367.0, 337.0
365.0, 339.0

369.0, 322.0
377.0, 331.0
377.0, 332.0
372.0, 338.0
367.0, 337.0
377.0, 332.0
363.0, 325.0

338.0, 330.0
341.0, 333.0
338.0, 334.0
344.0, 335.0
338.0, 338.0

430.0, 305.0
454.0, 313.0
452.0, 315.0
455.0, 316.0
456.0, 325.0
466.0, 326.0
470.0, 336.0
460.0, 333.0
457.0, 332.0
456.0, 325.0
448.0, 325.0
446.0, 324.0
452.0, 315.0
436.0, 312.0

197.0, 324.0
198.0, 325.0
197.0, 326.0
197.0, 329.0
185.0, 335.0
187.0, 332.0
197.0, 326.0

390.0, 332.0
391.0, 333.0
391.0, 334.0

262.0, 326.0
265.0, 326.0
262.0, 333.0
259.0, 327.0

497.0, 324.0
503.0, 331.0
496.0, 329.0

303.0, 330.0
302.0, 327.0
306.0, 325.0
308.0, 330.0

277.0, 319.0
299.0, 320.0
302.0, 327.0
297.0, 329.0
287.0, 328.0
276.0, 324.0

544.0, 200.0
542.0, 211.0
553.0, 220.0
557.0, 229.0
554.0, 231.0
559.0, 234.0
574.0, 267.0
572.0, 270.0
576.0, 270.0
597.0, 319
595, 329
553.0, 317.0
551.0, 310.0
564.0, 285.0
572, 281
567.0, 279.0
572.0, 270.0
564.0, 267.0
538.0, 243.0
538.0, 239.0
554.0, 231.0
540.0, 221.0
542.0, 211.0
538.0, 208.0
539.0, 203.0

522.0, 308.0
524.0, 309.0
520, 328
513.0, 327.0
504.0, 318.0

347.0, 321.0
357.0, 322.0
361.0, 324.0
353.0, 328.0

405.0, 306.0
414.0, 308.0
416.0, 309.0
407.0, 314.0
409.0, 322.0
418.0, 324.0
432.0, 324.0
432.0, 327.0
418.0, 324.0
410.0, 324.0
409.0, 322.0
398.0, 319.0
407.0, 314.0

282.0, 298.0
278.0, 299.0
282.0, 300.0
280.0, 308.0
274.0, 308.0
269.0, 318.0
277.0, 319.0
270.0, 322.0
276.0, 324.0
275.0, 327.0
265.0, 326.0
266.0, 324.0
270.0, 322.0
268.0, 321.0
269.0, 318.0
259.0, 318.0
254.0, 316.0
250.0, 308.0
274.0, 308.0
278.0, 299.0
280.0, 295.0
286.0, 294.0
280.0, 293.0
281.0, 293.0
283.0, 292.0
282.0, 290.0
284.0, 286.0
285.0, 286.0
284.0, 291.0
283.0, 292
283.0, 294.0

380.0, 323.0
383.0, 323.0
384.0, 324.0
383.0, 325.0

396.0, 323.0
398.0, 323.0
400.0, 326.0

385.0, 323.0
384.0, 324.0
385.0, 325.0
384.0, 323.0

155.0, 300.0
163.0, 305.0
157.0, 310.0
145.0, 311.0
143.0, 312.0
154.0, 314.0
143.0, 325.0
138.0, 318.0
143.0, 312.0
132.0, 311.0
145.0, 311.0

385.0, 323.0
386.0, 322.0
385.0, 319.0
388.0, 320.0
386.0, 322.0
386.0, 323.0

365.0, 313.0
371.0, 317.0
375.0, 318.0
373.0, 319.0
375.0, 319.0
372.0, 321.0
373.0, 322.0
369.0, 322.0
372.0, 321.0
371.0, 320.0
373.0, 319.0
371.0, 317.0
368.0, 316.0

346.0, 312.0
360.0, 315.0
361.0, 322.0
357.0, 322.0
341.0, 314.0

222.0, 317.0
230.0, 317.0
224.0, 320.0
229.0, 322.0
221.0, 321.0
224.0, 320.0
221.0, 318.0

393.0, 318.0
395.0, 319.0
396.0, 320.0
394.0, 322.0
393, 321
393.0, 318.0
390.0, 318.0
391.0, 316.0

336.0, 310.0
337.0, 311.0
336.0, 311.0
339.0, 313.0
340.0, 314.0
340.0, 315.0
327.0, 321.0
324.0, 318.0
336.0, 311.0
333.0, 310.0

218.0, 317.0
222.0, 317.0
220.0, 318.0
221.0, 318.0
218.0, 321.0
215.0, 320.0
220.0, 318.0

311.0, 307.0
321.0, 316.0
321.0, 317.0
315.0, 320.0
305.0, 320.0
302.0, 316
300.0, 309.0
302.0, 307.0

462.0, 302.0
472.0, 319.0
466.0, 318.0
461.0, 316.0
458.0, 308.0

376.0, 317.0
380.0, 316.0
380.0, 315.0
372.0, 313.0
363.0, 304.0
365.0, 303.0
359.0, 299.0
360.0, 299.0
360.0, 298.0
361.0, 298.0
360.0, 299.0
366.0, 302.0
365.0, 303.0
377.0, 310.0
380.0, 315.0
380.0, 316.0
381.0, 316.0
377.0, 318.0

248.0, 308.0
241.0, 312.0
254.0, 316.0
254.0, 318.0
238.0, 317.0
241.0, 312.0
243.0, 309.0

417.0, 308.0
431.0, 311.0
431.0, 318.0
416.0, 309.0

384.0, 269.0
385.0, 276.0
384.0, 276.0
385.0, 277.0
386.0, 282.0
381.0, 285.0
383.0, 286.0
381.0, 287.0
387.0, 289.0
381.0, 290.0
383.0, 291.0
376.0, 291.0
379.0, 296.0
375.0, 298.0
376.0, 301.0
383.0, 302.0
390.0, 311.0
386.0, 313.0
386.0, 314.0
384.0, 315.0
387.0, 317.0
383.0, 316.0
383.0, 315.0
384.0, 315.0
383.0, 314.0
386.0, 313.0
380.0, 310.0
376.0, 301.0
372.0, 300.0
375.0, 298.0
373.0, 292.0
374.0, 291.0
376.0, 291.0
375.0, 290.0
381.0, 290.0
379.0, 289.0
381.0, 287.0
378.0, 286.0
381.0, 285.0
373.0, 279.0
384.0, 276.0
376.0, 274.0
378.0, 272.0

239.0, 309.0
236.0, 310.0
241.0, 312.0
231.0, 316.0
229.0, 314.0
236.0, 310.0
233.0, 309.0

383.0, 315.0
382.0, 316.0
380.0, 315.0

225.0, 309.0
226.0, 310.0
220.0, 312.0
215.0, 315.0
212.0, 313.0
220.0, 312.0
225.0, 309.0
224.0, 309.0
228.0, 307.0
230.0, 308.0
229.0, 309.0

359.0, 299.0
359.0, 300.0
363.0, 304.0
360.0, 305.0
359.0, 305.0
370.0, 313.0
364.0, 312.0
360.0, 306.0
359.0, 305.0
360.0, 305.0
359.0, 300.0
358.0, 300.0

451.0, 292
458.0, 308.0
454.0, 312.0

100.0, 308.0
100.0, 312.0
89, 312
96.0, 307.0

390.0, 303.0
400.0, 305.0
399.0, 307.0
391.0, 311.0
390.0, 312.0
